"","tailnum","Count"
"112","N505US",1214
"113","N23661",1195
"114","N927AT",2120
"115","N631DL",1038
"116","N171DZ",1076
"117","N774UA",213
"118","N180UA",11
"119","N333UA",1542
"120","N14230",1044
"121","N627DL",963
"122","N16065",106
"123","N315AW",1479
"124","N995AT",2156
"125","N502UA",666
"126","N14342",1130
"127","N935UA",1448
"128","N218UA",64
"129","N12238",984
"130","N13624",1113
"131","N636WN",2718
"132","N12318",1125
"133","N173AT",1567
"134","N509US",1114
"135","N671SW",2605
"136","N777UA",232
"137","N15710",787
"138","N675DL",1141
"139","N649UA",194
"140","N17229",970
"141","N3753",1064
"142","N35204",937
"143","N836MH",1059
"144","N76062",414
"145","N79011",13
"146","N842MH",1095
"147","N392DA",1136
"148","N120UA",18
"149","N648UA",74
"150","N21723",736
"151","N638AA",719
"152","N17104",526
"153","N797AS",1640
"154","N378UA",1683
"155","N971AT",2102
"156","N680DA",1113
"157","N191DN",113
"158","N486HA",3613
"159","N311UA",1338
"160","N14628",1242
"161","N14347",810
"162","N614DL",1071
"163","N77066",410
"164","N19638",1170
"165","N832MH",1093
"166","N625AS",1408
"167","N77296",273
"168","N6711M",1420
"169","N14652",1249
"170","N302AS",1195
"171","N33132",608
"172","N3745B",1162
"173","N397SW",2656
"174","N373AA",274
"175","N33262",996
"176","N658DL",1094
"177","N672SW",2664
"178","N16701",735
"179","N510UA",739
"180","N374AA",196
"181","N69311",1134
"182","N382DA",1079
"183","N677DL",973
"184","N36272",992
"185","N828MH",1076
"186","N612SW",2352
"187","N657DL",1141
"188","N674DL",920
"189","N837MH",1077
"190","N611DL",1130
"191","N366AA",314
"192","N664WN",2666
"193","N156AW",1543
"194","N989AT",2071
"195","N826MH",1095
"196","N305SW",2468
"197","N41135",593
"198","N227UA",66
"199","N33209",984
"200","N782UA",123
"201","N175DN",112
"202","N535US",884
"203","N562UA",1177
"204","N1608",155
"205","N16310",1149
"206","N705AS",1529
"207","N14219",1002
"208","N783AS",1600
"209","N187DN",101
"210","N105UA",10
"211","N160AW",1535
"212","N659DL",1100
"213","N417US",1776
"214","N580HA",625
"215","N302SW",2602
"216","N419US",1848
"217","N631AA",648
"218","N699DL",1393
"219","N21108",906
"220","N178DN",136
"221","N37298",65
"222","N17356",863
"223","N970AT",2084
"224","N317AS",1155
"225","N991AT",2131
"226","N481HA",3592
"227","N24224",1009
"228","N17321",1125
"229","N947AT",2124
"230","N340UA",1531
"231","N551NW",1249
"232","N307AW",1493
"233","N328SW",2670
"234","N517US",1178
"235","N187UA",5
"236","N476HA",3444
"237","N709SW",2113
"238","N70330",1094
"239","N910AT",2125
"240","N12218",955
"241","N910AW",1356
"242","N678DL",1010
"243","N574UA",1201
"244","N952AT",2153
"245","N616AA",661
"246","N618AS",1410
"247","N172DZ",1040
"248","N388SW",2692
"249","N309AS",1141
"250","N786AS",1499
"251","N969AT",2107
"252","N516AU",1848
"253","N635AA",756
"254","N3750D",1144
"255","N905AW",1161
"256","N936UA",1430
"257","N3740C",1437
"258","N541UA",1230
"259","N75853",1165
"260","N663SW",2318
"261","N328UA",1109
"262","N548UA",1121
"263","N27734",696
"264","N752AT",720
"265","N555NW",1213
"266","N590NW",1245
"267","N475HA",3367
"268","N946AT",2153
"269","N646SW",2736
"270","N948AT",2075
"271","N155AW",1570
"272","N549US",965
"273","N228UA",69
"274","N639DL",1297
"275","N622AS",1386
"276","N73259",855
"277","N644AS",1449
"278","N301UA",1578
"279","N514UA",1172
"280","N945AT",2107
"281","N913AW",1313
"282","N914AW",1397
"283","N154AW",1544
"284","N601DL",1050
"285","N34222",1023
"286","N613AA",726
"287","N372UA",1661
"288","N779AS",1590
"289","N13113",622
"290","N612AA",635
"291","N332AA",713
"292","N307UA",1440
"293","N424US",1789
"294","N503US",1127
"295","N573UA",1213
"296","N3734B",1438
"297","N755AS",1546
"298","N27722",672
"299","N530AU",1797
"300","N615DL",1225
