"","tailnum","Count"
"138","N839UA",1274
"139","N713UW",1379
"140","N304US",1209
"141","N648AW",1347
"142","N841UA",1214
"143","N447UA",1361
"144","N423UA",1203
"145","N521JB",1396
"146","N465UA",1442
"147","N424UA",1152
"148","N417UA",1216
"149","N420UA",1190
"150","N311US",1153
"151","N344NW",1365
"152","N433UA",1147
"153","N814UA",1223
"154","N118US",1133
"155","N806AW",1331
"156","N804UA",1173
"157","N274AY",56
"158","N315NB",1376
"159","N329NW",1360
"160","N413UA",1072
"161","N332NB",1279
"162","N171US",932
"163","N828AW",1423
"164","N177US",913
"165","N519JB",1382
"166","N644AW",1271
"167","N107US",1126
"168","N462UA",1224
"169","N358NW",1399
"170","N334NB",1301
"171","N903FR",1504
"172","N310NW",1107
"173","N767UW",1895
"174","N366NW",1360
"175","N106US",1118
"176","N757UW",1775
"177","N441UA",1383
"178","N809UA",1327
"179","N314NB",1394
"180","N902FR",1652
"181","N347NW",1321
"182","N818AW",1426
"183","N832UA",1271
"184","N619AW",1401
"185","N416UA",1221
"186","N173US",1000
"187","N331NB",1278
"188","N633AW",1377
"189","N309US",1266
"190","N330NB",1240
"191","N457UA",1373
"192","N821UA",1311
"193","N466UA",1248
"194","N331NW",1273
"195","N412UA",1095
"196","N830UA",1330
"197","N404UA",1150
"198","N270AY",74
"199","N479UA",1387
"200","N357NW",1347
"201","N325NB",1276
"202","N117UW",1287
"203","N313US",1110
"204","N605AW",1403
"205","N321US",1231
"206","N316US",1076
"207","N333NW",1388
"208","N715UW",1480
"209","N458UA",1446
"210","N464UA",1284
"211","N425UA",1225
"212","N488UA",1455
"213","N819AW",1394
"214","N481UA",1369
"215","N364NW",1356
"216","N749US",1554
"217","N843UA",1285
"218","N365NW",1334
"219","N368NW",1351
"220","N904FR",1595
"221","N722US",1255
"222","N330NW",1391
"223","N119US",1087
"224","N317US",1173
"225","N850UA",1244
"226","N752US",1630
"227","N374NW",1350
"228","N813UA",1194
"229","N428UA",1208
"230","N402UA",937
"231","N442UA",1428
"232","N449UA",1428
"233","N438UA",1303
"234","N333NB",1278
"235","N167US",982
"236","N769US",1615
"237","N190UW",1100
"238","N805AW",1375
"239","N817AW",1458
"240","N755US",1541
"241","N664AW",1359
"242","N463UA",1306
"243","N747UW",1898
"244","N272AY",54
"245","N634AW",1220
"246","N473UA",1105
"247","N456UA",1211
"248","N111US",1121
"249","N742PS",1458
"250","N710UW",1421
"251","N113UW",1348
"252","N659AW",1369
"253","N840UA",1231
"254","N271AY",71
"255","N650AW",1420
"256","N105UW",1331
"257","N476UA",1295
"258","N753US",1569
"259","N409UA",1114
"260","N622AW",1366
"261","N640AW",1290
"262","N162UW",1226
"263","N422UA",1200
"264","N429UA",1175
"265","N834UA",1222
"266","N406UA",904
"267","N808AW",1407
"268","N654AW",1348
"269","N110UW",1306
"270","N172US",937
"271","N337NB",1344
"272","N446UA",1401
"273","N812UA",1215
"274","N181UW",1168
"275","N849UA",1283
"276","N764US",1512
"277","N651AW",1413
"278","N483UA",1417
"279","N169UW",1186
"280","N523JB",1422
"281","N191UW",1187
"282","N708UW",1515
"283","N803AW",1377
"284","N362NW",1440
"285","N414UA",1353
"286","N663AW",1458
"287","N371NW",1358
"288","N845UA",1196
"289","N329NB",1274
"290","N112US",1097
"291","N176UW",1238
"292","N328NB",1313
"293","N847UA",1229
"294","N838UA",1245
"295","N806UA",1237
"296","N460UA",1528
"297","N340NW",1278
"298","N337NW",1307
"299","N475UA",1416
"300","N183UW",1052
