"","tailnum","Count"
"147","N12564",1806
"148","N649PP",2159
"149","N717AE",1625
"150","N812AE",1931
"151","N12996",1674
"152","N14543",1758
"153","N11181",873
"154","N13964",1629
"155","N13997",1604
"156","N23139",1166
"157","N564SW",2582
"158","N284YV",3028
"159","N906AE",1804
"160","N711PH",1612
"161","N627AE",2064
"162","N12528",1363
"163","N13949",1692
"164","N13988",1728
"165","N803AE",1946
"166","N15572",1851
"167","N16559",1788
"168","N642AE",2005
"169","N633AE",2208
"170","N36915",1660
"171","N16987",1731
"172","N18556",1762
"173","N816AE",1835
"174","N11187",544
"175","N14168",1203
"176","N14188",531
"177","N16501",1530
"178","N295SW",3197
"179","N192JB",26
"180","N569SW",2667
"181","N13970",1758
"182","N678AE",2324
"183","N853AE",2027
"184","N725AE",1671
"185","N579SW",2659
"186","N823AE",1839
"187","N738NR",1503
"188","N631AE",2112
"189","N682AE",2295
"190","N12924",1715
"191","N933JN",1186
"192","N908AE",1686
"193","N617AE",1935
"194","N14905",1685
"195","N907AE",1895
"196","N11526",1256
"197","N832AE",1995
"198","N16954",1635
"199","N10575",1735
"200","N15912",1788
"201","N11193",241
"202","N690AE",2320
"203","N26549",1778
"204","N16112",1203
"205","N15509",1715
"206","N693AE",2301
"207","N648AE",2229
"208","N672AE",2332
"209","N661JA",2098
"210","N662EH",2171
"211","N12540",1717
"212","N14943",1851
"213","N16151",1218
"214","N658AE",2279
"215","N611AE",2086
"216","N12157",1239
"217","N11192",287
"218","N18101",1196
"219","N12145",1193
"220","N585SW",2912
"221","N217SW",2634
"222","N14562",1839
"223","N805AE",2028
"224","N720AE",1743
"225","N700LE",1704
"226","N728AE",1685
"227","N12530",1383
"228","N846AE",1976
"229","N13133",1249
"230","N184JB",264
"231","N699AE",2185
"232","N698CB",2309
"233","N703MR",1559
"234","N13994",1742
"235","N827AE",2107
"236","N237SW",2888
"237","N16149",1193
"238","N13955",1688
"239","N841AE",2222
"240","N16520",1305
"241","N583SW",2804
"242","N630AE",2095
"243","N923AE",1500
"244","N22909",1657
"245","N616AE",2192
"246","N16963",1672
"247","N11121",1212
"248","N833AE",2002
"249","N28529",1367
"250","N708AE",1686
"251","N12900",1672
"252","N14942",1965
"253","N675AE",2284
"254","N16981",1684
"255","N293SW",3166
"256","N16944",1915
"257","N681AE",2241
"258","N11565",1751
"259","N17524",1336
"260","N902BC",2091
"261","N14920",1818
"262","N825AE",1937
"263","N12946",1813
"264","N635AE",2077
"265","N582SW",2584
"266","N941LT",1053
"267","N578SW",2593
"268","N14950",1697
"269","N14939",2049
"270","N24128",1149
"271","N13958",1653
"272","N13995",1686
"273","N218SW",3077
"274","N251YV",2991
"275","N11184",728
"276","N687JS",2325
"277","N851AE",2088
"278","N12934",1987
"279","N14959",1645
"280","N14516",1367
"281","N639AE",1949
"282","N11547",1743
"283","N41104",1232
"284","N15986",1743
"285","N178JB",30
"286","N665BC",2046
"287","N808AE",2091
"288","N14972",1731
"289","N680AE",2294
"290","N14117",1156
"291","N19503",1758
"292","N14945",1883
"293","N939AE",1205
"294","N660CL",2063
"295","N826AE",1884
"296","N638AE",2159
"297","N928AE",1387
"298","N734EK",1613
"299","N290SW",3226
"300","N11544",1677
