"","tailnum","Count"
"115","N314NB",1273
"116","N463UA",1263
"117","N517JB",1321
"118","N319NB",1311
"119","N176UW",1319
"120","N808AW",1397
"121","N713UW",1327
"122","N702UW",1327
"123","N717UW",1318
"124","N833UA",1295
"125","N808UA",1361
"126","N325US",1234
"127","N847UA",1372
"128","N347NW",1162
"129","N831UA",1291
"130","N341NW",1273
"131","N372NW",1313
"132","N105UW",1223
"133","N821AW",1313
"134","N620AW",1499
"135","N483UA",1608
"136","N821UA",1353
"137","N373NW",1348
"138","N344NW",1165
"139","N121UW",1328
"140","N822UA",1309
"141","N708UW",1353
"142","N320US",1149
"143","N767UW",1637
"144","N823UA",1347
"145","N667AW",1419
"146","N427UA",1097
"147","N367NW",1298
"148","N628AW",1580
"149","N329NB",1336
"150","N432UA",1251
"151","N803AW",1293
"152","N806AW",1294
"153","N700UW",1352
"154","N302NB",1296
"155","N809AW",1370
"156","N703UW",1252
"157","N330NW",1296
"158","N374NW",1345
"159","N830AW",1314
"160","N326NB",1337
"161","N330NB",1382
"162","N820AW",1335
"163","N770UW",1504
"164","N456UA",1096
"165","N534JB",1422
"166","N343NW",1304
"167","N443UA",1184
"168","N823AW",1329
"169","N320NB",1332
"170","N322NB",1343
"171","N809UA",1330
"172","N811UA",1340
"173","N826AW",1300
"174","N370NW",1289
"175","N444UA",1533
"176","N407UA",993
"177","N721UW",1238
"178","N826UA",1349
"179","N362NW",1352
"180","N520JB",1409
"181","N336NW",1296
"182","N839UA",1352
"183","N420UA",1078
"184","N429UA",1127
"185","N462UA",1264
"186","N309US",1097
"187","N338NW",1361
"188","N108UW",1284
"189","N817UA",1316
"190","N627AW",1424
"191","N334NW",1289
"192","N350NA",1345
"193","N439UA",1145
"194","N472UA",1481
"195","N323NB",1338
"196","N818UA",1293
"197","N418UA",1088
"198","N817AW",1321
"199","N431UA",1199
"200","N324US",1234
"201","N813UA",1260
"202","N438UA",1504
"203","N475UA",1538
"204","N824AW",1345
"205","N629AW",1516
"206","N337NW",1323
"207","N657AW",1431
"208","N477UA",1572
"209","N664AW",1438
"210","N348NW",1282
"211","N801UA",1206
"212","N446UA",1516
"213","N822AW",1344
"214","N824UA",1296
"215","N805AW",1303
"216","N816AW",1238
"217","N445UA",1554
"218","N637AW",1521
"219","N524JB",1354
"220","N644AW",1496
"221","N440UA",1512
"222","N723UW",1229
"223","N814AW",1306
"224","N624AW",1530
"225","N411UA",920
"226","N815UA",1291
"227","N813AW",1260
"228","N476UA",1518
"229","N371NW",1313
"230","N471UA",1580
"231","N312US",1200
"232","N428UA",1106
"233","N523JB",1411
"234","N819UA",1269
"235","N337NB",1303
"236","N405UA",964
"237","N652AW",1425
"238","N333NB",1348
"239","N632AW",1581
"240","N819AW",1344
"241","N807UA",1308
"242","N183UW",1339
"243","N830UA",1309
"244","N336NB",1320
"245","N825UA",1198
"246","N814UA",1322
"247","N363NW",1365
"248","N332NW",1123
"249","N468UA",1238
"250","N904FR",1106
"251","N413UA",964
"252","N421UA",1196
"253","N442UA",1553
"254","N647AW",1344
"255","N113UW",1202
"256","N459UA",1466
"257","N410UA",948
"258","N365NW",1321
"259","N510JB",1384
"260","N827AW",1345
"261","N313US",1236
"262","N842UA",1374
"263","N642AW",1386
"264","N425UA",1126
"265","N467UA",1586
"266","N820UA",1315
"267","N358NW",1294
"268","N364NW",1333
"269","N916FR",887
"270","N905FR",1041
"271","N353NW",1324
"272","N812UA",1300
"273","N633AW",1560
"274","N412UA",879
"275","N835UA",1269
"276","N328NW",1315
"277","N654AW",1385
"278","N516JB",1372
"279","N352NW",1349
"280","N605AW",1437
"281","N110UW",1213
"282","N455UA",1210
"283","N747UW",1668
"284","N903FR",757
"285","N838UA",1349
"286","N461UA",1206
"287","N829AW",1281
"288","N725UW",1419
"289","N827UA",1288
"290","N663AW",1381
"291","N416UA",1252
"292","N335NB",1321
"293","N355NW",1270
"294","N314US",1201
"295","N345NW",1308
"296","N331NB",1353
"297","N322US",1179
"298","N521JB",1391
"299","N403UA",884
"300","N340NW",1125
